,Month_Year,Address_Zipcode,Eviction_Notice,actual_evictions,month_year,months_ahead,predicted_evictions,month_for_zips,months_ahead_2,perc_of_month,predicted_evictions_by_zip,actual_evictions_random_forest,month_year_random_forest,predicted_evictions_random_forest,zip_code
11326,2014-07-01,94118,2,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.0477139827888,6.92438183429,2.0,2014-07-01,9.4,94118
11329,2014-07-01,94121,7,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.0466078366069,6.76385491785,7.0,2014-07-01,10.8,94121
11332,2014-07-01,94122,9,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.0617901784934,8.9671573088,9.0,2014-07-01,9.3,94122
11335,2014-07-01,94123,5,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.0336656268236,4.88564653781,5.0,2014-07-01,4.4,94123
11338,2014-07-01,94124,13,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.0293126221805,4.25392676693,13.0,2014-07-01,3.6,94124
11341,2014-07-01,94132,3,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.0444988773639,6.45779706608,3.0,2014-07-01,10.6,94132
11344,2014-07-01,94133,5,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.042688864641,6.19512313937,5.0,2014-07-01,8.5,94133
11347,2014-07-01,94134,9,163.0,2014-07-01,3.0,145.122696316,2014-07-01,3.0,0.0277501631672,4.02717850203,9.0,2014-07-01,7.1,94134
11350,2014-08-01,94102,14,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0662811806559,9.6207488628,14.0,2014-08-01,6.1,94102
11353,2014-08-01,94103,11,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0589876316375,8.56208631742,11.0,2014-08-01,12.1386300398,94103
11356,2014-08-01,94107,1,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0203188967158,2.94929873815,1.0,2014-08-01,3.2,94107
11359,2014-08-01,94108,5,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0179920935521,2.61156201305,5.0,2014-08-01,6.9,94108
11362,2014-08-01,94109,19,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0777305374175,11.2826291274,19.0,2014-08-01,8.7,94109
11365,2014-08-01,94110,10,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.123771202072,17.9654562547,10.0,2014-08-01,19.2,94110
11368,2014-08-01,94112,20,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0652407392613,9.46972823728,20.0,2014-08-01,10.6,94112
11371,2014-08-01,94114,7,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0669004680449,9.71063875892,7.0,2014-08-01,9.5,94114
11374,2014-08-01,94115,3,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0392379062688,5.69540310506,3.0,2014-08-01,5.2,94115
11377,2014-08-01,94116,8,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0293131162284,4.25481451641,8.0,2014-08-01,6.2,94116
11380,2014-08-01,94117,5,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0708997389761,10.291135076,5.0,2014-08-01,8.0,94117
11383,2014-08-01,94118,6,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0476254929542,6.91286580362,6.0,2014-08-01,6.9,94118
11386,2014-08-01,94121,10,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0469543172868,6.81544429611,10.0,2014-08-01,15.9,94121
11389,2014-08-01,94122,4,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0617675383232,8.96559126137,4.0,2014-08-01,8.4,94122
11392,2014-08-01,94123,5,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0337307789634,4.89604062786,5.0,2014-08-01,4.7,94123
11395,2014-08-01,94124,8,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0292546804969,4.2463325387,8.0,2014-08-01,3.3,94124
11398,2014-08-01,94127,1,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0139830959148,2.02965385935,1.0,2014-08-01,1.90074489796,94127
11401,2014-08-01,94131,4,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.030767645505,4.46594021974,4.0,2014-08-01,4.7,94131
11404,2014-08-01,94132,17,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0446758429635,6.48472252807,17.0,2014-08-01,6.3,94132
11407,2014-08-01,94133,6,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.042664569663,6.19278513155,6.0,2014-08-01,7.5,94133
11410,2014-08-01,94134,10,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0276623416946,4.01520370892,10.0,2014-08-01,4.1,94134
11413,2014-08-01,Unknown_ZIP,1,175.0,2014-08-01,3.0,145.150535455,2014-08-01,3.0,0.0189036861918,2.74388017282,1.0,2014-08-01,1.7,Unknown_ZIP
11416,2014-09-01,94102,15,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0660778396,9.77764380957,15.0,2014-09-01,6.7,94102
11419,2014-09-01,94103,7,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0592736176633,8.77081218642,7.0,2014-09-01,11.0,94103
11422,2014-09-01,94107,1,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0202221970942,2.99231090834,1.0,2014-09-01,4.88933083533,94107
11425,2014-09-01,94108,5,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.018028647166,2.66772781048,5.0,2014-09-01,3.1,94108
11428,2014-09-01,94109,16,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0780047256105,11.5424842443,16.0,2014-09-01,15.8,94109
11431,2014-09-01,94110,23,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.12357141027,18.28505959,23.0,2014-09-01,21.0,94110
11434,2014-09-01,94112,11,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0652656112536,9.65745707963,11.0,2014-09-01,11.6,94112
11437,2014-09-01,94114,8,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.066851796194,9.89216740697,8.0,2014-09-01,7.7,94114
11440,2014-09-01,94115,6,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0392134445534,5.80247622668,6.0,2014-09-01,5.7,94115
11443,2014-09-01,94116,5,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.029345692864,4.342329197,5.0,2014-09-01,5.2,94116
11446,2014-09-01,94117,7,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0707337935665,10.4665927787,7.0,2014-09-01,10.5,94117
11449,2014-09-01,94118,12,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0476845606054,7.05596084312,12.0,2014-09-01,6.4,94118
11452,2014-09-01,94121,6,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0470482353591,6.96180277676,6.0,2014-09-01,14.5,94121
11455,2014-09-01,94122,6,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0616837146396,9.12743809798,6.0,2014-09-01,8.2,94122
11458,2014-09-01,94123,6,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0336702300327,4.98223789154,6.0,2014-09-01,5.2,94123
11461,2014-09-01,94124,8,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0291871786681,4.31887359743,8.0,2014-09-01,3.4,94124
11464,2014-09-01,94127,2,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0139633044111,2.06617252868,2.0,2014-09-01,3.6971985441,94127
11467,2014-09-01,94131,4,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0307927435258,4.5564516022,4.0,2014-09-01,5.4,94131
11470,2014-09-01,94132,12,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0445703965073,6.59515299135,12.0,2014-09-01,10.9,94132
11473,2014-09-01,94133,13,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0426201076702,6.30656562695,13.0,2014-09-01,10.1,94133
11476,2014-09-01,94134,9,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0278405708945,4.11961388734,9.0,2014-09-01,6.5,94134
11479,2014-09-01,Unknown_ZIP,1,183.0,2014-09-01,3.0,147.971602413,2014-09-01,3.0,0.0189036861918,2.7972087373,1.0,2014-09-01,1.2,Unknown_ZIP
11482,2014-10-01,94102,5,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0660521431525,9.86144783288,5.0,2014-10-01,6.0,94102
11485,2014-10-01,94103,3,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0592172979778,8.84101963905,3.0,2014-10-01,14.2,94103
11488,2014-10-01,94107,5,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0201289041951,3.00520360399,5.0,2014-10-01,4.3,94107
11491,2014-10-01,94108,6,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0179889319349,2.68571018862,6.0,2014-10-01,2.9,94108
11494,2014-10-01,94109,15,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0781809469271,11.6722530542,15.0,2014-10-01,19.7,94109
11497,2014-10-01,94110,15,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.123399959887,18.4233578038,15.0,2014-10-01,19.9,94110
11500,2014-10-01,94111,4,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.01056636749,1.577536728,4.0,2014-10-01,1.6,94111
11503,2014-10-01,94112,7,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0652777372171,9.74583063458,7.0,2014-10-01,10.5,94112
11506,2014-10-01,94114,15,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0671264515585,10.0218398474,15.0,2014-10-01,12.5,94114
11509,2014-10-01,94115,7,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.039165742889,5.84736409603,7.0,2014-10-01,5.4,94115
11512,2014-10-01,94116,2,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0294960942074,4.40370562434,2.0,2014-10-01,5.1,94116
11515,2014-10-01,94117,9,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0707495631749,10.5627628893,9.0,2014-10-01,13.7,94117
11518,2014-10-01,94118,4,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0474867135554,7.08966774023,4.0,2014-10-01,5.3,94118
11521,2014-10-01,94121,6,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.04702568893,7.02083772086,6.0,2014-10-01,8.3,94121
11524,2014-10-01,94122,10,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0616483649636,9.20397289255,10.0,2014-10-01,7.5,94122
11527,2014-10-01,94123,4,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0336530151856,5.02432529563,4.0,2014-10-01,5.9,94123
11530,2014-10-01,94124,4,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.029474493569,4.40048069387,4.0,2014-10-01,3.97632935454,94124
11533,2014-10-01,94127,2,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0139633044111,2.08469235747,2.0,2014-10-01,2.8971985441,94127
11536,2014-10-01,94131,2,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0307927435258,4.59729267543,2.0,2014-10-01,4.1,94131
11539,2014-10-01,94132,6,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0443947892017,6.62804985379,6.0,2014-10-01,5.2,94132
11542,2014-10-01,94133,16,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.0425522368688,6.35296061606,16.0,2014-10-01,7.1,94133
11545,2014-10-01,94134,4,151.0,2014-10-01,3.0,149.297923765,2014-10-01,3.0,0.027999722947,4.18030050198,4.0,2014-10-01,7.3,94134
11548,2014-11-01,94102,6,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0661275369733,10.0923137816,6.0,2014-11-01,7.7,94102
11551,2014-11-01,94103,10,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0592372971255,9.04073276476,10.0,2014-11-01,12.7,94103
11554,2014-11-01,94107,6,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0200340711788,3.05757845997,6.0,2014-11-01,3.7,94107
11557,2014-11-01,94108,3,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0180614147885,2.75651375704,3.0,2014-11-01,2.8,94108
11560,2014-11-01,94109,10,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0783452198008,11.9569634333,10.0,2014-11-01,17.0,94109
11563,2014-11-01,94110,15,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.123041813386,18.7785096163,15.0,2014-11-01,20.0,94110
11566,2014-11-01,94112,7,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0655440849186,10.0032679547,7.0,2014-11-01,15.4,94112
11569,2014-11-01,94114,11,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0669774051214,10.2220197471,11.0,2014-11-01,13.9,94114
11572,2014-11-01,94115,5,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0390433935238,5.95876085179,5.0,2014-11-01,7.18747280622,94115
11575,2014-11-01,94116,6,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0295898409791,4.51596979986,6.0,2014-11-01,4.1,94116
11578,2014-11-01,94117,13,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0705203341824,10.7627377811,13.0,2014-11-01,12.2,94117
11581,2014-11-01,94118,8,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0474133746706,7.23617839895,8.0,2014-11-01,7.8,94118
11584,2014-11-01,94121,3,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0470809740022,7.1854477654,3.0,2014-11-01,9.6,94121
11587,2014-11-01,94122,3,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0614375431043,9.37653194663,3.0,2014-11-01,11.5,94122
11590,2014-11-01,94123,12,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0336239775478,5.131655397,12.0,2014-11-01,8.9,94123
11593,2014-11-01,94124,1,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0295662438072,4.51236842478,1.0,2014-11-01,3.69415824998,94124
11596,2014-11-01,94127,1,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0138945625886,2.12057324258,1.0,2014-11-01,1.89650384453,94127
11599,2014-11-01,94131,8,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0307446489763,4.69221535804,8.0,2014-11-01,4.3,94131
11602,2014-11-01,94132,10,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.044746442988,6.82915414542,10.0,2014-11-01,7.4,94132
11605,2014-11-01,94133,11,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0425055333514,6.4871489197,11.0,2014-11-01,7.5,94133
11608,2014-11-01,94134,8,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0281681803701,4.29899748222,8.0,2014-11-01,7.4,94134
11611,2014-11-01,Unknown_ZIP,2,159.0,2014-11-01,3.0,152.61892766,2014-11-01,3.0,0.0188087984186,2.87057864521,2.0,2014-11-01,1.4,Unknown_ZIP
11614,2014-12-01,94102,13,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0662126965224,10.4044112821,13.0,2014-12-01,5.9,94102
11617,2014-12-01,94103,9,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0591226199069,9.29030361082,9.0,2014-12-01,12.9,94103
11620,2014-12-01,94107,6,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0199388450984,3.1331142785,6.0,2014-12-01,3.1,94107
11623,2014-12-01,94108,2,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0181244147177,2.84800158993,2.0,2014-12-01,4.45655989803,94108
11626,2014-12-01,94109,14,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0783940718126,12.3185462615,14.0,2014-12-01,16.7788160562,94109
11629,2014-12-01,94110,19,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.123056013637,19.3365539218,19.0,2014-12-01,20.6,94110
11632,2014-12-01,94112,8,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0655147076467,10.294731965,8.0,2014-12-01,12.9,94112
11635,2014-12-01,94114,6,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0668502927819,10.5046007331,6.0,2014-12-01,7.8,94114
11638,2014-12-01,94115,6,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0390088271797,6.12969872735,6.0,2014-12-01,6.2,94115
11641,2014-12-01,94116,6,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0295768097343,4.64758738201,6.0,2014-12-01,4.8,94116
11644,2014-12-01,94117,9,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0703459073281,11.0538883068,9.0,2014-12-01,7.6,94117
11647,2014-12-01,94118,8,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0475137083492,7.46612340479,8.0,2014-12-01,7.6,94118
11650,2014-12-01,94121,19,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0470032887373,7.38591800843,19.0,2014-12-01,9.2,94121
11653,2014-12-01,94122,8,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0612826746835,9.62972640232,8.0,2014-12-01,6.5,94122
11656,2014-12-01,94123,5,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0336192213415,5.28279656608,5.0,2014-12-01,6.8,94123
11659,2014-12-01,94124,4,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0296457359599,4.65841818693,4.0,2014-12-01,5.4,94124
11662,2014-12-01,94127,1,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0138700534908,2.17948744881,1.0,2014-12-01,4.79652811856,94127
11665,2014-12-01,94131,2,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0306911144855,4.8226849922,2.0,2014-12-01,4.6,94131
11668,2014-12-01,94132,3,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0448843723092,7.05295954053,3.0,2014-12-01,11.8,94132
11671,2014-12-01,94133,5,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.04266582952,6.70434616518,5.0,2014-12-01,8.4,94133
11674,2014-12-01,94134,5,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0282889398385,4.44521640519,5.0,2014-12-01,7.3,94134
11677,2014-12-01,Unknown_ZIP,4,162.0,2014-12-01,3.0,157.136196357,2014-12-01,3.0,0.0187134818647,2.94056536081,4.0,2014-12-01,1.3,Unknown_ZIP
11680,2015-01-01,94102,9,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0660356905666,10.1185360371,9.0,2015-01-01,6.7,94102
11683,2015-01-01,94103,4,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0589092771339,9.026567883,4.0,2015-01-01,7.58807773397,94103
11686,2015-01-01,94105,1,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0140046036089,2.14590148276,1.0,2015-01-01,1.74375,94105
11689,2015-01-01,94107,7,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0200243888496,3.0683028898,7.0,2015-01-01,3.8,94107
11692,2015-01-01,94108,2,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.018270432857,2.79954720987,2.0,2015-01-01,5.2,94108
11695,2015-01-01,94109,19,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0785060700828,12.0293509835,19.0,2015-01-01,17.2,94109
11698,2015-01-01,94110,11,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.122929177994,18.8362279076,11.0,2015-01-01,15.4,94110
11701,2015-01-01,94111,1,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0109051695908,1.67098050385,1.0,2015-01-01,3.5,94111
11704,2015-01-01,94112,8,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0654117125298,10.0229249487,8.0,2015-01-01,13.0,94112
11707,2015-01-01,94114,9,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0670268550404,10.2704104759,9.0,2015-01-01,11.6,94114
11710,2015-01-01,94115,3,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0390492051397,5.98344298419,3.0,2015-01-01,5.3,94115
11713,2015-01-01,94116,6,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0294834852964,4.51770407657,6.0,2015-01-01,5.98807773397,94116
11716,2015-01-01,94117,18,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0702881478747,10.7701328047,18.0,2015-01-01,9.1,94117
11719,2015-01-01,94118,9,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.047398193832,7.26274425645,9.0,2015-01-01,6.2,94118
11722,2015-01-01,94121,9,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.046964001227,7.19621366545,9.0,2015-01-01,8.6,94121
11725,2015-01-01,94122,12,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0613092472151,9.39431119796,12.0,2015-01-01,7.3,94122
11728,2015-01-01,94123,4,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.033578943629,5.14524415938,4.0,2015-01-01,9.0,94123
11731,2015-01-01,94124,7,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.02962810652,4.53986413956,7.0,2015-01-01,7.2,94124
11734,2015-01-01,94127,1,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0138649303729,2.12449959146,1.0,2015-01-01,1.8979457693,94127
11737,2015-01-01,94131,6,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0305866469324,4.68673964919,6.0,2015-01-01,5.68807773397,94131
11740,2015-01-01,94132,2,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0448504955134,6.87236479608,2.0,2015-01-01,8.5,94132
11743,2015-01-01,94133,6,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0430194297177,6.59179371276,6.0,2015-01-01,9.3,94133
11746,2015-01-01,94134,4,158.0,2015-01-01,3.0,153.228291403,2015-01-01,3.0,0.0282786605607,4.33309084088,4.0,2015-01-01,8.5,94134
11749,2015-02-01,94102,14,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0658851594947,10.1134205882,14.0,2015-02-01,6.6,94102
11752,2015-02-01,94103,7,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.058930811213,9.04592299646,7.0,2015-02-01,7.0,94103
11755,2015-02-01,94107,2,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0201386563348,3.09129860436,2.0,2015-02-01,4.3,94107
11758,2015-02-01,94109,19,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0784230222726,12.0379917742,19.0,2015-02-01,16.0,94109
11761,2015-02-01,94110,31,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.122777105891,18.8463763311,31.0,2015-02-01,13.7,94110
11764,2015-02-01,94112,11,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0652973459239,10.0231907714,11.0,2015-02-01,10.1,94112
11767,2015-02-01,94114,15,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0670385065804,10.2904602167,15.0,2015-02-01,11.6,94114
11770,2015-02-01,94115,3,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0390076605262,5.98770466806,3.0,2015-02-01,10.0,94115
11773,2015-02-01,94116,7,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0295303737269,4.53293415264,7.0,2015-02-01,7.4,94116
11776,2015-02-01,94117,6,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0703495000588,10.7987001582,6.0,2015-02-01,7.6,94117
11779,2015-02-01,94118,1,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0474141297422,7.27810389446,1.0,2015-02-01,7.8,94118
11782,2015-02-01,94121,10,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0468129470512,7.18582190786,10.0,2015-02-01,11.6,94121
11785,2015-02-01,94122,11,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0610822882702,9.37617631197,11.0,2015-02-01,7.5,94122
11788,2015-02-01,94123,4,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0338142961823,5.19051940994,4.0,2015-02-01,7.2,94123
11791,2015-02-01,94124,1,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0294984465292,4.52803330425,1.0,2015-02-01,4.29473728044,94124
11794,2015-02-01,94131,1,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0307040744233,4.71309807542,1.0,2015-02-01,5.58765129149,94131
11797,2015-02-01,94132,12,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0449684209137,6.90268578499,12.0,2015-02-01,8.8,94132
11800,2015-02-01,94133,8,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0431647794967,6.62582549687,8.0,2015-02-01,6.4,94133
11803,2015-02-01,94134,4,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0284038639974,4.36001407809,4.0,2015-02-01,5.7,94134
11806,2015-02-01,Unknown_ZIP,1,168.0,2015-02-01,3.0,153.500737734,2015-02-01,3.0,0.0186699721802,2.86585450314,1.0,2015-02-01,1.6,Unknown_ZIP
11809,2015-03-01,94102,15,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.0659611476116,10.1450005079,15.0,2015-03-01,11.3,94102
11812,2015-03-01,94103,10,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.0589126646772,9.06092502498,10.0,2015-03-01,7.0,94103
11815,2015-03-01,94107,4,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.020246979288,3.11403943984,4.0,2015-03-01,4.0,94107
11818,2015-03-01,94109,17,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.0784653330176,12.0681775885,17.0,2015-03-01,14.5,94109
11821,2015-03-01,94110,19,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.122748041578,18.8789763252,19.0,2015-03-01,20.7,94110
11824,2015-03-01,94112,15,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.0652126936373,10.0298862895,15.0,2015-03-01,11.5,94112
11827,2015-03-01,94114,7,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.066877208357,10.2858930949,7.0,2015-03-01,12.8,94114
11830,2015-03-01,94115,4,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.038996950616,5.99783506094,4.0,2015-03-01,5.37541932348,94115
11833,2015-03-01,94116,9,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.0295727842541,4.54837312782,9.0,2015-03-01,5.3,94116
11836,2015-03-01,94117,8,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.0702708088646,10.8078379081,8.0,2015-03-01,12.1,94117
11839,2015-03-01,94118,10,198.0,2015-03-01,3.0,153.802668316,2015-03-01,3.0,0.0474248285809,7.29406518019,10.0,2015-03-01,6.6,94118
